,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000119139.21,110.416216,1.125583396,0.124299387,9.055421934,1.36E-19,8.34E-19
ENSG00000119283.15,3405.796059,2.871831331,0.236649166,12.13539593,6.86E-34,9.30E-33
ENSG00000119630.14,2126.063638,2.003034946,0.157620328,12.70797343,5.34E-37,8.43E-36
ENSG00000119973.6,1302.256686,4.309817854,0.21513658,20.03293838,2.84E-89,3.52E-87
ENSG00000120049.20,2855.78263,1.757267703,0.159104043,11.04477091,2.32E-28,2.39E-27
ENSG00000120088.15,4.776171197,1.234312081,0.170377533,7.24457068,4.34E-13,1.72E-12
ENSG00000120251.21,12476.14694,1.078071732,0.099089791,10.87974573,1.44E-27,1.42E-26
ENSG00000120337.8,168.6839549,1.209650254,0.216527764,5.586582665,2.32E-08,6.39E-08
ENSG00000120693.14,4241.10255,1.180957936,0.080039281,14.75472943,2.87E-49,7.96E-48
ENSG00000120949.15,82.38407257,1.121914617,0.217674056,5.154103503,2.55E-07,6.44E-07
ENSG00000122547.11,5289.014111,1.529349151,0.102187399,14.96612267,1.22E-50,3.60E-49
ENSG00000122548.5,50.06617257,1.216892081,0.181613587,6.700446255,2.08E-11,7.26E-11
ENSG00000122584.13,3182.733249,1.408258976,0.130650422,10.77883217,4.33E-27,4.17E-26
ENSG00000122859.5,10.64030423,1.558289888,0.166732811,9.346030228,9.10E-21,6.02E-20
ENSG00000123307.4,80.59802982,2.415678023,0.244025638,9.899279627,4.19E-23,3.17E-22
ENSG00000123576.5,15.40314624,2.282805913,0.337409753,6.765678497,1.33E-11,4.70E-11
ENSG00000124194.17,3379.811434,1.907315158,0.120259192,15.86003635,1.20E-56,4.56E-55
ENSG00000124713.6,121.1565768,1.017815683,0.083003973,12.26225253,1.44E-34,2.03E-33
ENSG00000124766.7,14293.41944,1.307366309,0.112514549,11.6195312,3.28E-31,3.89E-30
ENSG00000125249.7,14196.37753,1.226330965,0.070673351,17.35209881,1.90E-67,1.12E-65
ENSG00000125378.16,380.9282212,1.030493236,0.096173767,10.71490975,8.66E-27,8.14E-26
ENSG00000125492.10,39.40272401,1.396831681,0.288349302,4.84423466,1.27E-06,3.03E-06
ENSG00000125813.13,182.6244466,1.974826503,0.240835373,8.199902191,2.41E-16,1.20E-15
ENSG00000125845.7,3842.494862,3.044833454,0.106282135,28.64859134,1.67E-180,2.48E-177
ENSG00000125872.8,20.63073232,1.527064121,0.116557634,13.1013651,3.23E-39,5.80E-38
ENSG00000126500.3,1424.535675,1.15962035,0.096387967,12.03075844,2.45E-33,3.24E-32
ENSG00000126733.21,616.2995343,1.329956021,0.194814468,6.826782587,8.68E-12,3.12E-11
ENSG00000126970.16,1469.495624,1.036376231,0.06384154,16.23357196,2.92E-59,1.28E-57
ENSG00000127325.19,2374.242026,1.299782733,0.13752833,9.451018065,3.36E-21,2.28E-20
ENSG00000128310.3,13.64259384,1.627426267,0.127576859,12.75643776,2.87E-37,4.59E-36
ENSG00000129152.4,48.39304878,5.29814476,0.294217021,18.00760791,1.70E-72,1.23E-70
ENSG00000129951.19,541.5249083,1.086388395,0.167888684,6.470885152,9.74E-11,3.23E-10
ENSG00000130182.8,16.08424197,2.203178178,0.235403586,9.359153015,8.04E-21,5.34E-20
ENSG00000130649.10,274.6307345,1.139361626,0.120961309,9.419223664,4.54E-21,3.06E-20
ENSG00000130700.7,18.17782323,4.412369104,0.277681426,15.89004052,7.43E-57,2.86E-55
ENSG00000130829.18,343.5241557,1.409328336,0.161559688,8.723267259,2.70E-18,1.52E-17
ENSG00000131094.4,11775.29812,1.612956843,0.140208753,11.50396684,1.26E-30,1.45E-29
ENSG00000131482.10,7.005050989,1.822669592,0.211482017,8.618555935,6.78E-18,3.72E-17
ENSG00000131914.11,2.92603373,1.431568106,0.214614534,6.67041546,2.55E-11,8.86E-11
ENSG00000132437.18,20.27916434,1.134354167,0.145633817,7.789084913,6.75E-15,3.04E-14
ENSG00000132692.19,192830.3302,1.057350455,0.099933652,10.58052452,3.67E-26,3.32E-25
ENSG00000132874.15,135.9019783,3.027570461,0.205003308,14.7683981,2.34E-49,6.54E-48
ENSG00000132911.5,66.31870782,2.890501492,0.206117972,14.02352968,1.12E-44,2.58E-43
ENSG00000133710.16,13.67758134,1.656318753,0.196046275,8.44861119,2.95E-17,1.55E-16
ENSG00000133800.9,688.2350038,1.936785759,0.169816647,11.40515843,3.94E-30,4.44E-29
ENSG00000133878.9,3010.851254,1.398088895,0.091269442,15.31825846,5.77E-53,1.89E-51
ENSG00000133958.13,2727.554609,1.637795316,0.127714595,12.8238696,1.21E-37,1.95E-36
ENSG00000134216.19,2.792270103,1.403126168,0.261186929,5.372114796,7.78E-08,2.05E-07
ENSG00000134258.17,33.30326617,1.439466125,0.138026492,10.42891187,1.83E-25,1.58E-24
ENSG00000134323.12,1055.889135,1.005315895,0.112054809,8.971644337,2.92E-19,1.74E-18
ENSG00000134438.10,4.497969765,1.265606971,0.315994692,4.005152626,6.20E-05,0.000126111
ENSG00000134545.14,18.85354913,1.322521397,0.146970652,8.998540702,2.29E-19,1.38E-18
ENSG00000134595.9,468.2501165,1.128191932,0.135186015,8.345478143,7.09E-17,3.67E-16
ENSG00000134853.12,15620.07392,1.311612169,0.145781032,8.997138753,2.32E-19,1.39E-18
ENSG00000135569.4,1.312920324,1.320109811,0.291953398,4.521645644,6.14E-06,1.37E-05
ENSG00000135973.3,93.90282566,1.239290158,0.127200893,9.742778785,1.98E-22,1.44E-21
ENSG00000136155.17,16.31755335,1.241123686,0.184070777,6.742643813,1.56E-11,5.48E-11
ENSG00000136297.15,2219.051118,1.097844774,0.150470016,7.296103277,2.96E-13,1.19E-12
ENSG00000136573.14,28.94082689,2.699276645,0.245294795,11.00421493,3.65E-28,3.70E-27
ENSG00000136859.10,12895.34645,1.81040913,0.107679982,16.81286613,1.96E-63,9.99E-62
ENSG00000136997.21,2804.200916,1.368687687,0.101048242,13.54489359,8.49E-42,1.72E-40
ENSG00000137142.5,1020.8347,1.067576656,0.190804552,5.595132016,2.20E-08,6.10E-08
ENSG00000137460.9,1228.99072,2.082234369,0.129083781,16.1308753,1.55E-58,6.54E-57
ENSG00000137478.15,7612.892165,1.143310285,0.05505,20.76857921,8.33E-96,1.36E-93
ENSG00000137571.11,378.7358053,1.750416451,0.114899805,15.2342857,2.09E-52,6.69E-51
ENSG00000137726.17,11869.10046,1.428846519,0.082948464,17.22571401,1.70E-66,9.52E-65
ENSG00000137731.14,117.4843131,3.04367292,0.143299925,21.23987792,4.09E-100,8.34E-98
ENSG00000138109.11,0.579153901,1.044624583,0.333735034,3.130101655,0.001747458,0.003018556
ENSG00000138326.21,35667.90173,1.002009828,0.065969376,15.18901491,4.18E-52,1.30E-50
ENSG00000138336.9,402.9226659,1.452405093,0.089195271,16.28343166,1.29E-59,5.80E-58
ENSG00000138379.5,1178.815944,1.199393746,0.200230631,5.99006127,2.10E-09,6.28E-09
ENSG00000138653.10,98.53524946,3.45923499,0.207353469,16.68279298,1.75E-62,8.62E-61
ENSG00000138669.9,233.2227908,1.234569772,0.188757359,6.540512002,6.13E-11,2.07E-10
ENSG00000139144.11,34.40854399,1.268768234,0.197923052,6.410411629,1.45E-10,4.75E-10
ENSG00000139292.13,562.1002932,1.188177174,0.12764501,9.308449839,1.30E-20,8.50E-20
ENSG00000139438.6,4023.214072,1.427899146,0.095874634,14.89339867,3.64E-50,1.05E-48
ENSG00000139874.6,1026.302515,1.010622105,0.187981014,5.376192421,7.61E-08,2.01E-07
ENSG00000139915.21,776.9974383,1.747128824,0.114092437,15.31327462,6.23E-53,2.03E-51
ENSG00000140262.18,26692.9727,1.323798425,0.084294673,15.70441372,1.41E-55,5.12E-54
ENSG00000140368.13,749.720504,1.520695502,0.114941068,13.23021905,5.87E-40,1.09E-38
ENSG00000140479.18,2350.63557,1.172496592,0.142276066,8.240996732,1.71E-16,8.60E-16
ENSG00000140675.13,13.13846417,1.246887704,0.131269524,9.498683826,2.13E-21,1.46E-20
ENSG00000140807.7,8395.076843,1.382203411,0.107468056,12.86152797,7.41E-38,1.21E-36
ENSG00000140832.10,363.5405999,1.529187969,0.173667702,8.805252526,1.31E-18,7.51E-18
ENSG00000141194.6,7.177678159,1.721167432,0.202167137,8.513586629,1.69E-17,9.02E-17
ENSG00000141314.13,3731.07285,1.372538444,0.114625478,11.97411318,4.86E-33,6.34E-32
ENSG00000141449.15,472.6720571,1.717860437,0.138753226,12.38068826,3.32E-35,4.83E-34
ENSG00000141505.12,468.37673,1.062048166,0.086352763,12.29894828,9.18E-35,1.31E-33
ENSG00000141622.14,2059.40984,1.085225702,0.096596467,11.23463136,2.76E-29,2.96E-28
ENSG00000141748.13,4.598896431,1.2050754,0.166497206,7.237811552,4.56E-13,1.81E-12
ENSG00000143006.7,1.379589136,2.319109842,0.282319914,8.214474883,2.13E-16,1.06E-15
ENSG00000143473.13,279.4708625,1.00491938,0.154223316,6.516001639,7.22E-11,2.42E-10
ENSG00000144278.15,8898.815267,2.188820552,0.110375415,19.83068928,1.62E-87,1.89E-85
ENSG00000144339.12,2452.036304,1.393962251,0.116213472,11.99484209,3.78E-33,4.95E-32
ENSG00000144460.12,80.5386238,1.093053554,0.20389117,5.360965634,8.28E-08,2.18E-07
ENSG00000144485.11,17594.04142,1.055791287,0.109207947,9.667714841,4.14E-22,2.96E-21
ENSG00000144583.5,802.5897567,1.518071691,0.203640713,7.454657125,9.01E-14,3.75E-13
ENSG00000144749.14,30882.46183,1.228410483,0.072661405,16.90595559,4.07E-64,2.14E-62
ENSG00000145192.13,21.03100179,1.288261776,0.157638864,8.172234582,3.03E-16,1.50E-15
ENSG00000145423.5,6414.473496,2.828980821,0.213550564,13.24735822,4.67E-40,8.77E-39
ENSG00000145451.13,736.2869789,1.778464205,0.197311067,9.013504554,2.00E-19,1.21E-18
ENSG00000145642.12,62.42501004,3.758433311,0.289212686,12.99539576,1.30E-38,2.22E-37
ENSG00000145681.11,1861.723507,1.550230478,0.169825754,9.128359169,6.95E-20,4.36E-19
ENSG00000145808.10,90.00582365,1.293771785,0.167811506,7.709672671,1.26E-14,5.59E-14
ENSG00000145832.14,1684.07201,1.58348621,0.157703242,10.04092365,1.01E-23,7.91E-23
ENSG00000145839.2,20.36312923,2.066285655,0.199058953,10.38026989,3.05E-25,2.58E-24
ENSG00000145888.11,15.09180302,2.580539067,0.238808443,10.80589543,3.23E-27,3.13E-26
ENSG00000146250.7,851.8617908,2.092511384,0.142132222,14.72228715,4.64E-49,1.28E-47
ENSG00000147381.11,0.871477732,1.610847343,0.623898605,2.581905667,0.009825644,0.015414386
ENSG00000148123.15,5386.369835,1.340888013,0.122594495,10.93758747,7.62E-28,7.60E-27
ENSG00000148386.9,30.17943205,1.573571815,0.269807533,5.832201186,5.47E-09,1.58E-08
ENSG00000148483.9,30.75820867,1.260130679,0.155659554,8.095427802,5.71E-16,2.77E-15
ENSG00000148541.13,2106.403773,1.125547702,0.08172052,13.77313441,3.70E-43,7.93E-42
ENSG00000148600.15,3366.00339,2.009821964,0.116342128,17.27510058,7.24E-67,4.13E-65
ENSG00000148604.15,1054.150365,2.218668389,0.166054287,13.36110275,1.02E-40,1.96E-39
ENSG00000148672.9,29507.06786,1.180625686,0.067944161,17.37641128,1.25E-67,7.44E-66
ENSG00000148795.7,12.37079551,1.734058552,0.129018375,13.44039988,3.51E-41,6.87E-40
ENSG00000148798.11,4984.808511,1.269390671,0.17750393,7.151338409,8.59E-13,3.33E-12
ENSG00000149534.9,2.040395947,1.295865464,0.389206373,3.329507311,0.000869998,0.001559288
ENSG00000149926.13,1787.710828,1.642942574,0.0988907,16.61372174,5.54E-62,2.70E-60
ENSG00000150051.14,516.4509976,1.678741819,0.160625184,10.45129898,1.45E-25,1.26E-24
ENSG00000150244.12,4.914712691,2.082768309,0.566304479,3.677824186,0.000235232,0.000449184
ENSG00000150275.19,4001.765403,2.68488137,0.133212401,20.15489055,2.44E-90,3.11E-88
ENSG00000151025.11,3741.226483,1.152764351,0.10882255,10.593065,3.21E-26,2.91E-25
ENSG00000151151.6,863.2950399,1.00445585,0.052329851,19.19470102,4.10E-82,4.08E-80
ENSG00000151208.17,5631.282295,1.062309354,0.078884054,13.46671851,2.46E-41,4.85E-40
ENSG00000151338.18,328.9805819,1.456455993,0.092113358,15.81156118,2.59E-56,9.74E-55
ENSG00000151640.13,4071.986778,1.083871607,0.069940146,15.49713094,3.63E-54,1.24E-52
ENSG00000151892.15,3435.928751,1.239187814,0.156166021,7.935066828,2.10E-15,9.80E-15
ENSG00000152208.13,1639.107573,1.080285677,0.109606123,9.856070531,6.45E-23,4.81E-22
ENSG00000152254.11,48.01134367,3.158328089,0.244753333,12.90412697,4.27E-38,7.09E-37
ENSG00000152578.13,11230.11415,1.405652553,0.092483262,15.19899414,3.59E-52,1.13E-50
ENSG00000152672.8,132.9143477,2.541984351,0.163948497,15.50477372,3.22E-54,1.11E-52
ENSG00000152954.12,2590.082389,1.015281709,0.145047715,6.999639448,2.57E-12,9.61E-12
ENSG00000153253.19,4823.220705,1.713690078,0.111415587,15.38106222,2.19E-53,7.27E-52
ENSG00000153820.13,1863.709514,2.290561455,0.172547025,13.27499825,3.23E-40,6.08E-39
ENSG00000153823.19,6165.717989,1.410920387,0.096483688,14.62340855,1.99E-48,5.35E-47
ENSG00000154080.14,2949.755352,1.367955104,0.155074552,8.821273926,1.13E-18,6.55E-18
ENSG00000154316.16,124.7477129,1.426229606,0.127730285,11.16594711,5.98E-29,6.33E-28
ENSG00000154914.17,741.362099,1.2826158,0.117813477,10.88683424,1.33E-27,1.32E-26
ENSG00000154928.18,5440.284415,1.81182058,0.096177724,18.83825584,3.67E-79,3.24E-77
ENSG00000155249.5,0.825855126,1.939754617,0.460910836,4.208524658,2.57E-05,5.45E-05
ENSG00000155966.14,1007.453137,1.591894476,0.14328351,11.11010244,1.12E-28,1.17E-27
ENSG00000156103.16,5656.773609,1.063833056,0.100390565,10.59694258,3.08E-26,2.80E-25
ENSG00000156234.7,27.88102421,1.060230148,0.249850479,4.243458534,2.20E-05,4.70E-05
ENSG00000156269.5,21.32531298,1.111029814,0.195882804,5.671910906,1.41E-08,3.97E-08
ENSG00000156395.13,1537.228473,1.128425039,0.097838829,11.53350929,8.94E-31,1.04E-29
ENSG00000156413.14,2.685489997,1.114904704,0.236897471,4.706275248,2.52E-06,5.86E-06
ENSG00000157306.14,130.4932223,1.356743911,0.092596472,14.65222035,1.30E-48,3.54E-47
ENSG00000157734.14,4634.607887,1.017290353,0.151478144,6.715756652,1.87E-11,6.55E-11
ENSG00000157890.17,4437.078883,1.466009853,0.13102865,11.18846795,4.64E-29,4.93E-28
ENSG00000158055.16,529.282524,1.336271385,0.142850604,9.354327829,8.41E-21,5.58E-20
ENSG00000158815.11,256.5305443,2.139963393,0.176110488,12.15125465,5.65E-34,7.72E-33
ENSG00000159248.5,139.4562624,1.817426642,0.242844651,7.483906422,7.21E-14,3.02E-13
ENSG00000160207.9,166.8312202,1.561905771,0.096873932,16.12307604,1.76E-58,7.39E-57
ENSG00000160233.8,155.1824363,1.320773956,0.146610455,9.008729663,2.08E-19,1.26E-18
ENSG00000161103.11,2.37639415,1.227552582,0.341101864,3.598785908,0.000319706,0.000600443
ENSG00000161133.16,15.32434218,2.336294512,0.143687029,16.25960625,1.91E-59,8.42E-58
