,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000120833.14,862.0243814,-2.240194818,0.128149583,-17.48109337,2.00E-68,1.25E-66
ENSG00000120915.14,746.0131003,-1.078143067,0.123997268,-8.69489372,3.47E-18,1.94E-17
ENSG00000121005.9,2895.699199,-1.442533462,0.101697003,-14.18462111,1.14E-45,2.72E-44
ENSG00000121039.10,1216.933627,-1.149077182,0.141162321,-8.140112555,3.95E-16,1.94E-15
ENSG00000121075.11,9.272746232,-1.605777759,0.178476578,-8.997134372,2.32E-19,1.39E-18
ENSG00000121207.12,356.0096785,-2.153057228,0.174611346,-12.3305689,6.20E-35,8.91E-34
ENSG00000121211.8,1.311857341,-1.276499958,0.205878936,-6.200245564,5.64E-10,1.76E-09
ENSG00000121236.21,63.42137918,-1.61992861,0.113081706,-14.32529337,1.52E-46,3.75E-45
ENSG00000121310.17,817.560019,-2.176862269,0.096468859,-22.56544018,9.47E-113,2.86E-110
ENSG00000121316.11,144.4682985,-1.694298685,0.118854785,-14.25519958,4.16E-46,1.01E-44
ENSG00000121446.20,0.82463186,-1.003127593,0.225502013,-4.448419684,8.65E-06,1.92E-05
ENSG00000121552.4,48.72089623,-1.469880595,0.200182883,-7.342688716,2.09E-13,8.50E-13
ENSG00000121570.12,5.094825542,-2.273041171,0.164263164,-13.83780218,1.51E-43,3.29E-42
ENSG00000121594.12,7.65059143,-1.473915656,0.192992222,-7.637176447,2.22E-14,9.63E-14
ENSG00000121621.7,98.46220343,-1.609299455,0.145761452,-11.04063818,2.43E-28,2.50E-27
ENSG00000121634.6,0.371097717,-1.588134835,0.369662824,-4.296171358,1.74E-05,3.74E-05
ENSG00000121742.19,597.6992031,-1.240596154,0.275299181,-4.506356132,6.60E-06,1.47E-05
ENSG00000121807.6,28.41588756,-1.497672977,0.22417494,-6.680822463,2.38E-11,8.28E-11
ENSG00000121898.13,324.4237072,-2.527801106,0.186105638,-13.58261432,5.08E-42,1.04E-40
ENSG00000122043.11,1.291348452,-1.225520203,0.208709616,-5.871891429,4.31E-09,1.26E-08
ENSG00000122176.12,1116.728425,-4.609182795,0.176883228,-26.0577719,1.10E-149,7.17E-147
ENSG00000122180.5,7.480026073,-1.126025072,0.155393279,-7.246291999,4.28E-13,1.70E-12
ENSG00000122188.13,15.71135425,-1.369152965,0.14912879,-9.181010379,4.27E-20,2.71E-19
ENSG00000122574.11,817.4676328,-1.822965033,0.160219189,-11.37794443,5.39E-30,6.02E-29
ENSG00000122591.12,1386.975549,-1.032623827,0.078971581,-13.0758915,4.52E-39,7.99E-38
ENSG00000122592.8,30.7613014,-4.008469115,0.393674757,-10.18218476,2.38E-24,1.93E-23
ENSG00000122642.11,2469.33945,-2.057015781,0.07658927,-26.85775411,6.85E-159,5.59E-156
ENSG00000122679.8,733.6242686,-1.560336699,0.16031103,-9.733183685,2.18E-22,1.58E-21
ENSG00000122691.13,103.8878343,-1.780944192,0.143598781,-12.40222364,2.54E-35,3.73E-34
ENSG00000122735.16,84.41036073,-1.235993677,0.156649333,-7.890194303,3.02E-15,1.39E-14
ENSG00000122787.15,1.005910362,-1.252795507,0.200314656,-6.254138027,4.00E-10,1.26E-09
ENSG00000122861.16,461.7280488,-1.824903658,0.18205784,-10.02375762,1.20E-23,9.36E-23
ENSG00000122870.12,219.165115,-1.036100602,0.108650237,-9.536109906,1.48E-21,1.02E-20
ENSG00000123080.12,1657.315631,-1.445648326,0.131236834,-11.01556844,3.22E-28,3.28E-27
ENSG00000123146.20,954.7912109,-1.74925824,0.096113976,-18.19983234,5.18E-74,3.98E-72
ENSG00000123219.13,152.149903,-1.396123602,0.151421806,-9.22009611,2.97E-20,1.91E-19
ENSG00000123342.16,137.7846825,-1.786546177,0.234758321,-7.610150607,2.74E-14,1.18E-13
ENSG00000123364.5,15.22145777,-6.554045968,0.432120803,-15.1671614,5.83E-52,1.81E-50
ENSG00000123388.4,15.1811073,-5.456414844,0.452918703,-12.04722791,2.01E-33,2.66E-32
ENSG00000123407.4,0.831750703,-3.614629595,0.598864,-6.035810457,1.58E-09,4.79E-09
ENSG00000123427.17,508.6534443,-1.623287312,0.115687688,-14.03163409,9.98E-45,2.31E-43
ENSG00000123453.18,187.1235799,-1.72722443,0.12487934,-13.83114635,1.65E-43,3.60E-42
ENSG00000123473.16,237.5543458,-1.110028873,0.104333212,-10.63926672,1.96E-26,1.80E-25
ENSG00000123485.12,251.5419495,-1.359514469,0.183223871,-7.419963705,1.17E-13,4.83E-13
ENSG00000123496.8,254.8393137,-3.353258402,0.234118055,-14.32293807,1.57E-46,3.87E-45
ENSG00000123572.17,2.388144273,-3.150200791,0.295865201,-10.64741911,1.79E-26,1.66E-25
ENSG00000123610.5,126.3561065,-3.174015012,0.142787285,-22.22897516,1.80E-109,5.07E-107
ENSG00000123685.9,206.1644853,-1.219672114,0.129136684,-9.444815197,3.56E-21,2.41E-20
ENSG00000123689.6,94.56380705,-3.582738884,0.181250264,-19.76680639,5.75E-87,6.52E-85
ENSG00000123838.11,8.46310102,-2.311682599,0.176879377,-13.06926017,4.93E-39,8.69E-38
ENSG00000123892.12,23.79465921,-1.598415847,0.127071367,-12.57888288,2.76E-36,4.20E-35
ENSG00000123977.10,35.6505369,-1.670929754,0.275183563,-6.072055083,1.26E-09,3.85E-09
ENSG00000124003.13,2.09424356,-1.173366018,0.159980958,-7.334410494,2.23E-13,9.03E-13
ENSG00000124097.7,43.27058103,-1.35058108,0.120996291,-11.1621693,6.24E-29,6.60E-28
ENSG00000124102.5,17.86850841,-1.118473203,0.306382778,-3.650574654,0.000261654,0.000496559
ENSG00000124143.10,11.68938627,-1.183276365,0.176225509,-6.714557784,1.89E-11,6.60E-11
ENSG00000124145.6,4362.157754,-2.03012379,0.167519969,-12.11869728,8.41E-34,1.14E-32
ENSG00000124157.7,0.375705377,-1.167419277,0.48866386,-2.389002692,0.016894179,0.025688409
ENSG00000124159.15,15.68880793,-1.076306282,0.181616647,-5.926253453,3.10E-09,9.14E-09
NA.8,NA,NA,NA,NA,NA,NA
ENSG00000124216.4,70.36366466,-1.916665217,0.137391137,-13.95042841,3.13E-44,7.11E-43
ENSG00000124256.15,48.66238665,-2.001303315,0.176837298,-11.31720142,1.08E-29,1.18E-28
ENSG00000124302.13,380.6519178,-2.103743655,0.152724538,-13.77475864,3.62E-43,7.76E-42
NA.9,NA,NA,NA,NA,NA,NA
ENSG00000124334.17,1.026909098,-1.404870445,0.196182019,-7.161056095,8.01E-13,3.11E-12
NA.10,NA,NA,NA,NA,NA,NA
ENSG00000124343.14,12.83508572,-2.864212766,0.209489577,-13.67234017,1.49E-42,3.10E-41
ENSG00000124557.12,4.066679484,-1.058780432,0.170287121,-6.21761894,5.05E-10,1.58E-09
ENSG00000124575.7,1.939615637,-1.519852359,0.256482217,-5.925761163,3.11E-09,9.17E-09
ENSG00000124635.9,28.41334319,-1.056642602,0.134067246,-7.881437342,3.24E-15,1.49E-14
ENSG00000124749.17,164.0224271,-2.390542695,0.168536642,-14.18411251,1.15E-45,2.73E-44
ENSG00000124875.10,8.518850952,-1.368952612,0.214321205,-6.387387637,1.69E-10,5.50E-10
ENSG00000124935.4,28.80301653,-2.090856588,0.260320941,-8.031841698,9.60E-16,4.58E-15
ENSG00000124939.6,0.934995171,-3.227970851,0.631580902,-5.110938028,3.21E-07,8.01E-07
ENSG00000125245.13,5.094786757,-1.464723787,0.170699687,-8.580705756,9.43E-18,5.13E-17
ENSG00000125266.8,605.1769417,-1.429369774,0.089660662,-15.94199448,3.24E-57,1.28E-55
ENSG00000125384.7,12.06929023,-1.724537114,0.169991972,-10.14481504,3.49E-24,2.80E-23
ENSG00000125409.13,39.45824072,-1.091630859,0.135698749,-8.044516737,8.66E-16,4.14E-15
ENSG00000125414.19,0.825884786,-2.269228425,0.320817303,-7.073273185,1.51E-12,5.77E-12
ENSG00000125430.9,177.3833297,-3.81311861,0.161314216,-23.6378337,1.57E-123,6.12E-121
ENSG00000125520.14,1061.876915,-1.125489045,0.067989219,-16.55393392,1.50E-61,7.18E-60
ENSG00000125531.7,12.10241429,-2.151695152,0.168221317,-12.79085902,1.84E-37,2.98E-36
ENSG00000125618.17,84.55885766,-1.293771433,0.185979533,-6.956525874,3.49E-12,1.30E-11
ENSG00000125637.16,654.9957086,-1.128993646,0.095319505,-11.84430868,2.30E-32,2.90E-31
NA.11,NA,NA,NA,NA,NA,NA
ENSG00000125726.11,6.139392042,-1.648433398,0.236948332,-6.956931858,3.48E-12,1.29E-11
ENSG00000125735.11,30.86466242,-2.298306007,0.196275335,-11.70960176,1.14E-31,1.37E-30
ENSG00000125787.11,8.184427665,-1.154875162,0.123128844,-9.379403923,6.63E-21,4.44E-20
ENSG00000125798.15,8.160963419,-4.667438232,0.356772789,-13.08238289,4.15E-39,7.36E-38
ENSG00000125810.10,1448.037001,-1.022268394,0.147523807,-6.929514714,4.22E-12,1.56E-11
ENSG00000125844.16,6339.660487,-1.012215953,0.057898414,-17.48261955,1.94E-68,1.22E-66
ENSG00000125879.5,0.816789754,-2.403970722,0.306439736,-7.844840083,4.34E-15,1.98E-14
ENSG00000125888.15,1.092974126,-3.050227847,0.280310105,-10.8816193,1.41E-27,1.39E-26
ENSG00000125899.8,4.093793528,-1.55970745,0.172195702,-9.057760625,1.33E-19,8.17E-19
NA.12,NA,NA,NA,NA,NA,NA
ENSG00000125965.9,20.69602473,-1.844632559,0.155896861,-11.83239065,2.65E-32,3.32E-31
ENSG00000126353.3,19.81290204,-1.173462034,0.163726348,-7.167215599,7.65E-13,2.99E-12
ENSG00000126453.9,186.6192161,-1.234976473,0.095611622,-12.91659363,3.63E-38,6.07E-37
ENSG00000126709.15,7076.312992,-1.111231443,0.163195993,-6.809183373,9.82E-12,3.52E-11
ENSG00000126785.13,957.5154252,-1.569278556,0.087434567,-17.94803365,4.97E-72,3.50E-70
ENSG00000126787.13,168.1379898,-1.412169404,0.204219038,-6.914974316,4.68E-12,1.72E-11
ENSG00000126890.13,1.875941866,-1.603738988,0.712935097,-2.249488059,0.024481462,0.03637112
ENSG00000127074.15,2.631207054,-1.223950415,0.18690598,-6.548481846,5.81E-11,1.97E-10
ENSG00000127125.9,825.6944944,-1.19892625,0.084196206,-14.23967078,5.20E-46,1.26E-44
ENSG00000127129.10,1.651324836,-2.759981802,0.238491867,-11.57264537,5.67E-31,6.65E-30
ENSG00000127311.10,35.4201608,-1.180910683,0.117298968,-10.06752836,7.69E-24,6.07E-23
ENSG00000127399.15,123.7698497,-2.418694004,0.149005326,-16.23226549,2.98E-59,1.30E-57
ENSG00000127418.15,1594.520356,-1.970047348,0.103481845,-19.03761337,8.32E-81,7.94E-79
ENSG00000127472.11,436.1833671,-3.52209233,0.166081393,-21.20702541,8.23E-100,1.62E-97
ENSG00000127533.4,40.83749735,-1.354181938,0.193401587,-7.00191739,2.52E-12,9.46E-12
ENSG00000127863.16,1466.206427,-1.244768552,0.119380694,-10.42688319,1.87E-25,1.61E-24
ENSG00000128016.7,5126.211152,-1.048138643,0.149175419,-7.026215524,2.12E-12,8.00E-12
ENSG00000128165.9,28.01433439,-1.189685658,0.176889043,-6.725604001,1.75E-11,6.14E-11
ENSG00000128218.8,11.47578872,-1.18360428,0.154413627,-7.665154303,1.79E-14,7.82E-14
ENSG00000128342.5,196.2401217,-2.792284101,0.202958348,-13.75791697,4.56E-43,9.72E-42
ENSG00000128394.17,115.4565996,-1.832789446,0.093349335,-19.63366361,7.98E-86,8.85E-84
ENSG00000128408.9,39.86630881,-2.600707155,0.201943021,-12.87842055,5.95E-38,9.79E-37
ENSG00000128510.12,21.76949081,-1.589445845,0.180894591,-8.786585815,1.54E-18,8.82E-18
ENSG00000128591.16,3576.717082,-2.629214961,0.162463055,-16.18346377,6.60E-59,2.84E-57
ENSG00000128606.13,659.4669949,-1.149923818,0.135981815,-8.456452917,2.76E-17,1.46E-16
ENSG00000128610.12,25.55851889,-4.755675412,0.214492722,-22.17173324,6.44E-109,1.75E-106
ENSG00000128641.19,1131.953155,-1.038993228,0.106743832,-9.733520014,2.17E-22,1.58E-21
ENSG00000128709.13,97.56457843,-2.240265265,0.334493542,-6.697484366,2.12E-11,7.40E-11
ENSG00000128710.6,64.33026313,-4.115906137,0.359559904,-11.4470665,2.43E-30,2.78E-29
ENSG00000128713.14,12.26697887,-4.680342536,0.485905885,-9.632199737,5.85E-22,4.14E-21
ENSG00000128714.6,49.04185978,-4.2683041,0.458577205,-9.30771102,1.31E-20,8.55E-20
ENSG00000128791.12,2283.186884,-1.041508644,0.070455316,-14.7825416,1.90E-49,5.33E-48
ENSG00000128833.13,503.4081269,-2.050491786,0.09687057,-21.16733473,1.91E-99,3.67E-97
ENSG00000128849.11,1833.930662,-1.195192614,0.090499285,-13.20665261,8.03E-40,1.48E-38
ENSG00000128886.12,2.264378545,-1.052790427,0.132917503,-7.920630519,2.36E-15,1.10E-14
ENSG00000128965.13,149.3464447,-1.385600146,0.146622472,-9.450121331,3.38E-21,2.30E-20
ENSG00000129038.16,166.5298753,-2.692920003,0.147902279,-18.20742732,4.51E-74,3.48E-72
ENSG00000129103.19,5147.312267,-1.000589807,0.06489718,-15.41807845,1.24E-53,4.15E-52
ENSG00000129170.10,2.023972674,-1.960269125,0.220595829,-8.886247456,6.32E-19,3.71E-18
ENSG00000129173.13,59.03972333,-1.617716336,0.163606304,-9.887860652,4.70E-23,3.54E-22
ENSG00000129187.14,1996.184935,-1.30661387,0.087863103,-14.87101899,5.08E-50,1.45E-48
ENSG00000129195.16,453.8288301,-1.16653706,0.191532059,-6.090557723,1.13E-09,3.44E-09
ENSG00000129221.16,2.191450656,-1.307194365,0.196223138,-6.661774851,2.71E-11,9.38E-11
ENSG00000129654.8,1056.637204,-2.638317123,0.166975334,-15.80063985,3.08E-56,1.15E-54
ENSG00000129810.15,70.07251306,-1.091953852,0.172397606,-6.333927019,2.39E-10,7.70E-10
NA.13,NA,NA,NA,NA,NA,NA
ENSG00000130037.5,191.6350952,-1.268720913,0.169202249,-7.498250886,6.47E-14,2.71E-13
ENSG00000130055.14,654.5420235,-1.630365725,0.122011585,-13.36238461,1.00E-40,1.93E-39
ENSG00000130167.14,1.654179991,-1.135086974,0.159531013,-7.115149295,1.12E-12,4.30E-12
ENSG00000130303.13,2473.905134,-1.417542668,0.122509881,-11.57084353,5.79E-31,6.78E-30
ENSG00000130513.6,132.8539135,-3.322132947,0.185958079,-17.86495628,2.21E-71,1.52E-69
ENSG00000130592.17,336.0170761,-1.96265688,0.143413736,-13.68527822,1.24E-42,2.60E-41
ENSG00000130600.19,136.408899,-3.986165184,0.290638836,-13.71518426,8.24E-43,1.73E-41
ENSG00000130635.16,697.9272866,-2.692874427,0.166612142,-16.16253406,9.27E-59,3.97E-57
ENSG00000130812.10,36.80585683,-1.124445752,0.103453208,-10.86912406,1.62E-27,1.59E-26
ENSG00000130876.11,262.6108295,-3.177837209,0.254512176,-12.48599282,8.90E-36,1.33E-34
ENSG00000130957.5,0.41841802,-2.305310151,0.54012075,-4.268138472,1.97E-05,4.23E-05
ENSG00000130988.13,613.790728,-2.075394547,0.12703513,-16.33717025,5.37E-60,2.45E-58
NA.14,NA,NA,NA,NA,NA,NA
ENSG00000131019.11,48.62528521,-2.694271212,0.130844148,-20.59145365,3.27E-94,4.99E-92
NA.15,NA,NA,NA,NA,NA,NA
ENSG00000131203.13,20.37456836,-1.780323044,0.357564182,-4.979030717,6.39E-07,1.56E-06
ENSG00000131355.15,4.896848635,-1.457836273,0.203809423,-7.152938511,8.49E-13,3.30E-12
ENSG00000131401.11,891.4639522,-1.622890167,0.188495051,-8.609722939,7.32E-18,4.01E-17
ENSG00000131435.13,598.640894,-3.584985577,0.14437972,-24.83025712,4.23E-136,2.15E-133
NA.16,NA,NA,NA,NA,NA,NA
NA.17,NA,NA,NA,NA,NA,NA
ENSG00000131668.14,6.609796535,-1.201776659,0.257951872,-4.658918156,3.18E-06,7.32E-06
ENSG00000131686.15,1.227625294,-2.079826057,0.225789142,-9.21136436,3.22E-20,2.06E-19
ENSG00000131730.16,176.4046903,-1.556325608,0.092820159,-16.76710779,4.25E-63,2.15E-61
ENSG00000131747.15,2345.894195,-1.125430761,0.201592596,-5.582698887,2.37E-08,6.53E-08
ENSG00000131864.10,1.6658379,-3.436841054,0.302654546,-11.35565649,6.95E-30,7.74E-29
ENSG00000131951.11,19.5384805,-3.931165711,0.185842047,-21.15326312,2.57E-99,4.89E-97
ENSG00000131979.20,136.4232277,-1.199541449,0.1057489,-11.34329954,8.01E-30,8.87E-29
ENSG00000131981.16,1834.218094,-2.268946573,0.108949358,-20.8256993,2.53E-96,4.26E-94
ENSG00000132000.13,160.053373,-3.941138504,0.145560934,-27.07552365,1.91E-161,1.84E-158
ENSG00000132122.12,1291.663152,-1.062720594,0.129676803,-8.195148004,2.50E-16,1.24E-15
ENSG00000132164.10,3801.883073,-2.22445219,0.16544798,-13.44502479,3.29E-41,6.47E-40
ENSG00000132205.11,435.9229692,-2.116117921,0.150766865,-14.03569627,9.43E-45,2.18E-43
ENSG00000132256.19,552.7040385,-1.091684624,0.091357845,-11.94954432,6.53E-33,8.47E-32
ENSG00000132274.16,2464.325893,-1.187917983,0.106752072,-11.12782128,9.19E-29,9.64E-28
ENSG00000132386.11,1327.457673,-1.049749353,0.133993592,-7.83432503,4.71E-15,2.15E-14
ENSG00000132432.14,3944.040081,-3.270666232,0.117792945,-27.76623197,1.11E-169,1.21E-166
ENSG00000132434.9,6287.257332,-1.29747026,0.104065307,-12.46784642,1.12E-35,1.66E-34
ENSG00000132470.14,6192.635723,-1.067201857,0.15428201,-6.917215146,4.61E-12,1.69E-11
ENSG00000132517.15,15.00295704,-1.754221952,0.115488332,-15.18960333,4.14E-52,1.30E-50
ENSG00000132518.7,9.300767596,-1.229903537,0.157105677,-7.828511109,4.94E-15,2.24E-14
ENSG00000132530.17,289.6908079,-2.09597515,0.124597669,-16.82194506,1.69E-63,8.62E-62
ENSG00000132554.20,105.4099272,-4.052429449,0.154864916,-26.16751138,6.23E-151,4.84E-148
ENSG00000132623.16,70.55803529,-1.796511786,0.122835786,-14.62531271,1.94E-48,5.21E-47
ENSG00000132793.12,146.8034248,-2.567441443,0.122785727,-20.90993393,4.35E-97,7.39E-95
ENSG00000132840.10,171.8257868,-1.35438918,0.128750516,-10.51948549,7.03E-26,6.23E-25
ENSG00000132915.11,11.71308741,-1.380058124,0.132130197,-10.44468378,1.55E-25,1.35E-24
ENSG00000132965.10,1088.454059,-1.209287563,0.146490342,-8.25506683,1.52E-16,7.67E-16
ENSG00000133048.13,19826.86281,-5.105107347,0.248073801,-20.57898624,4.23E-94,6.40E-92
ENSG00000133055.9,47.34166107,-3.088640385,0.158231839,-19.51971496,7.47E-85,8.07E-83
ENSG00000133056.13,2385.725966,-1.089302603,0.100738542,-10.81316626,2.98E-27,2.89E-26
ENSG00000133063.16,296.8671558,-1.097725055,0.236771124,-4.636228598,3.55E-06,8.13E-06
ENSG00000133067.17,549.2117667,-4.714352322,0.235837187,-19.98985985,6.75E-89,8.28E-87
ENSG00000133101.10,96.85455818,-1.456664402,0.190845889,-7.632673722,2.30E-14,9.95E-14
ENSG00000133106.15,360.2205606,-1.3315375,0.134987177,-9.86417772,5.95E-23,4.45E-22
ENSG00000133110.15,1519.367696,-6.741426145,0.27454875,-24.5545687,3.87E-133,1.91E-130
ENSG00000133115.12,5.652470976,-4.128780974,0.333546234,-12.3784368,3.42E-35,4.96E-34
ENSG00000133135.14,105.0281973,-1.917517555,0.215654537,-8.891617048,6.02E-19,3.54E-18
ENSG00000133136.4,1.395801665,-1.213203733,0.169950959,-7.138551868,9.43E-13,3.65E-12
ENSG00000133216.17,1507.483556,-1.236561894,0.102456594,-12.06912948,1.54E-33,2.06E-32
ENSG00000133246.12,430.4169776,-1.03562534,0.128668949,-8.048758855,8.36E-16,4.01E-15
ENSG00000133256.13,512.3018036,-1.227350594,0.119051504,-10.30940856,6.39E-25,5.32E-24
ENSG00000133317.16,6.767966635,-1.348475483,0.133607603,-10.09280497,5.94E-24,4.72E-23
ENSG00000133328.4,5.034779886,-1.864270604,0.13793963,-13.51511969,1.27E-41,2.55E-40
ENSG00000133519.12,220.5783946,-1.904456196,0.20456718,-9.309685926,1.28E-20,8.41E-20
ENSG00000133636.11,32.54142169,-3.956473858,0.33710663,-11.73656495,8.28E-32,1.00E-30
ENSG00000133640.20,68.39774764,-4.177319279,0.201464831,-20.73473198,1.68E-95,2.69E-93
ENSG00000133665.13,37.53261149,-2.436404656,0.212674249,-11.45603976,2.19E-30,2.51E-29
ENSG00000133789.15,1642.070895,-1.549034351,0.074748825,-20.72319332,2.14E-95,3.36E-93
ENSG00000133962.8,4.797914295,-2.200066396,0.179528499,-12.25469165,1.59E-34,2.22E-33
ENSG00000134057.15,640.2420417,-1.265003471,0.11119508,-11.3764338,5.48E-30,6.12E-29
ENSG00000134061.5,253.5538059,-1.039984773,0.135023546,-7.702247537,1.34E-14,5.91E-14
ENSG00000134070.5,314.4272064,-1.026374114,0.104205061,-9.849561058,6.88E-23,5.12E-22
ENSG00000134107.5,3058.362371,-1.123523423,0.109020518,-10.30561439,6.65E-25,5.53E-24
ENSG00000134121.10,7523.328517,-1.103188851,0.13268161,-8.314557287,9.21E-17,4.73E-16
ENSG00000134184.13,428.4843574,-1.080193688,0.398461803,-2.710909002,0.006709904,0.010752154
ENSG00000134198.10,69.41981204,-1.533391939,0.169178321,-9.06376141,1.26E-19,7.74E-19
ENSG00000134200.4,0.499106295,-1.049730601,0.361351785,-2.905010141,0.003672412,0.006100249
ENSG00000134201.12,764.327706,-1.975816012,0.184403053,-10.71466,8.69E-27,8.16E-26
ENSG00000134215.16,342.2267133,-3.746815897,0.144804098,-25.87506814,1.27E-147,7.41E-145
ENSG00000134222.16,2378.520192,-1.651974762,0.100874405,-16.37655021,2.81E-60,1.30E-58
ENSG00000134242.16,27.0783822,-1.861223383,0.162225843,-11.47303876,1.80E-30,2.07E-29
ENSG00000134247.10,2929.639941,-1.746838417,0.08639121,-20.22009431,6.52E-91,8.71E-89
ENSG00000134256.12,111.2659305,-2.151210425,0.113818074,-18.90042902,1.13E-79,1.01E-77
ENSG00000134291.12,1844.482957,-1.04248348,0.065942704,-15.8089284,2.70E-56,1.01E-54
ENSG00000134321.12,899.9995964,-1.447790667,0.174349311,-8.303965496,1.01E-16,5.16E-16
ENSG00000134326.11,483.6351987,-1.055834508,0.133454133,-7.911590901,2.54E-15,1.18E-14
ENSG00000134333.14,7756.23638,-1.112036248,0.0901464,-12.33589191,5.80E-35,8.36E-34
ENSG00000134339.9,3.924648557,-2.904428284,0.229413373,-12.66023965,9.82E-37,1.53E-35
ENSG00000134365.13,0.481589884,-1.17147451,0.339630452,-3.449262285,0.00056212,0.00102838
ENSG00000134389.10,0.70204974,-1.566146543,0.316989175,-4.940694087,7.78E-07,1.88E-06
ENSG00000134398.15,3.114265179,-1.397123893,0.175550045,-7.958550486,1.74E-15,8.16E-15
ENSG00000134460.18,29.06621292,-2.00671685,0.281899888,-7.118544344,1.09E-12,4.20E-12
ENSG00000134463.15,117.855479,-1.011550037,0.14286755,-7.080334467,1.44E-12,5.49E-12
ENSG00000134531.10,6741.620499,-1.150904427,0.155026809,-7.423905803,1.14E-13,4.70E-13
ENSG00000134548.11,1637.522271,-1.145532155,0.187984862,-6.093746811,1.10E-09,3.37E-09
ENSG00000134627.12,145.8589265,-1.264904505,0.120669033,-10.4824285,1.04E-25,9.13E-25
ENSG00000134668.12,1154.898011,-1.480292027,0.25037734,-5.912244408,3.37E-09,9.94E-09
ENSG00000134690.11,256.2951861,-1.264692061,0.155375271,-8.139596808,3.97E-16,1.94E-15
ENSG00000134802.18,322.6015524,-2.086552273,0.117075245,-17.82231826,4.74E-71,3.15E-69
ENSG00000134817.11,10044.26377,-1.014876017,0.182677876,-5.555549689,2.77E-08,7.58E-08
ENSG00000134864.10,99.29818041,-1.692124003,0.09610357,-17.60729608,2.17E-69,1.38E-67
ENSG00000134871.19,6028.210641,-1.995306597,0.160286766,-12.44835519,1.43E-35,2.11E-34
ENSG00000134873.10,575.8156832,-1.947406256,0.170501029,-11.42166867,3.26E-30,3.70E-29
ENSG00000135046.14,4481.093815,-2.780169659,0.178942485,-15.5366662,1.96E-54,6.79E-53
ENSG00000135074.16,656.7032594,-1.742180463,0.09977216,-17.4615892,2.81E-68,1.73E-66
ENSG00000135083.16,172.8811657,-1.184152778,0.098484023,-12.02380593,2.66E-33,3.51E-32
ENSG00000135114.12,193.818693,-1.585384904,0.189357697,-8.372434437,5.64E-17,2.93E-16
ENSG00000135205.15,599.2152671,-1.106594155,0.116391392,-9.507525764,1.95E-21,1.34E-20
ENSG00000135272.12,915.34831,-1.475287733,0.112088419,-13.16182123,1.46E-39,2.66E-38
ENSG00000135333.14,261.0848555,-1.067485127,0.177914776,-5.999980162,1.97E-09,5.92E-09
ENSG00000135346.9,1.652701208,-2.447273598,0.340647555,-7.184180714,6.76E-13,2.65E-12
ENSG00000135363.12,2710.130703,-1.120898326,0.092290402,-12.14534023,6.07E-34,8.26E-33
ENSG00000135374.11,3.717228482,-2.586127654,0.210644659,-12.27720494,1.20E-34,1.70E-33
ENSG00000135407.10,594.7983378,-1.569495534,0.097848497,-16.04005772,6.71E-58,2.76E-56
ENSG00000135424.18,5165.701249,-1.622265367,0.098474278,-16.47400113,5.64E-61,2.65E-59
ENSG00000135437.10,56.46999945,-1.598413058,0.109047146,-14.65799988,1.20E-48,3.26E-47
ENSG00000135451.13,225.7233422,-1.180877919,0.188772803,-6.255551125,3.96E-10,1.25E-09
ENSG00000135452.10,3097.184494,-1.353163878,0.102090821,-13.25451074,4.25E-40,7.98E-39
ENSG00000135476.12,280.9766211,-1.13649512,0.177143398,-6.415678665,1.40E-10,4.59E-10
ENSG00000135477.11,1.776235914,-1.263835065,0.244318889,-5.172891335,2.30E-07,5.84E-07
ENSG00000135480.16,18.20733188,-1.242656069,0.2261382,-5.495117887,3.90E-08,1.06E-07
ENSG00000135549.15,280.5403237,-2.368987386,0.149286604,-15.86872047,1.04E-56,3.98E-55
ENSG00000135824.12,305.8886341,-1.52294056,0.182442349,-8.347516725,6.97E-17,3.61E-16
ENSG00000135842.17,902.6330066,-1.47758782,0.141774101,-10.42212798,1.97E-25,1.69E-24
ENSG00000135862.6,3233.846685,-1.520172561,0.089769823,-16.93411553,2.52E-64,1.34E-62
ENSG00000135898.10,26.901783,-1.426035582,0.154283367,-9.242963811,2.40E-20,1.55E-19
ENSG00000135902.10,5.857464747,-1.680926552,0.187338556,-8.972667409,2.89E-19,1.73E-18
ENSG00000135903.20,43.59406136,-4.545131778,0.43607571,-10.42280428,1.95E-25,1.68E-24
ENSG00000135926.15,3909.533521,-1.526189297,0.083972988,-18.1747647,8.18E-74,6.21E-72
ENSG00000135929.9,2254.627842,-1.280453591,0.122576007,-10.4462009,1.53E-25,1.33E-24
ENSG00000136110.13,73.05215452,-3.228714705,0.170032614,-18.98879647,2.11E-80,1.96E-78
ENSG00000136147.18,721.6785901,-1.062200962,0.088494902,-12.00296217,3.43E-33,4.50E-32
ENSG00000136158.12,3296.990902,-1.302186021,0.07704357,-16.90194288,4.35E-64,2.28E-62
ENSG00000136231.14,104.8792942,-2.643468006,0.27263809,-9.695886599,3.14E-22,2.26E-21
ENSG00000136235.17,2606.963859,-1.812248237,0.183536804,-9.874031796,5.40E-23,4.05E-22
ENSG00000136295.15,9719.998593,-1.337680716,0.067275614,-19.88358973,5.64E-88,6.67E-86
NA.18,NA,NA,NA,NA,NA,NA
ENSG00000136378.15,222.4434841,-1.111198842,0.14804709,-7.505712169,6.11E-14,2.57E-13
