,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000185483.12,119.6054693,-1.708386192,0.117501672,-14.53925007,6.83E-48,1.81E-46
ENSG00000185551.15,1124.659924,-1.340342267,0.121393146,-11.04133397,2.41E-28,2.48E-27
ENSG00000185559.16,62.89737057,-2.688662001,0.335656916,-8.010149279,1.15E-15,5.43E-15
ENSG00000185567.7,614.7158306,-1.456869766,0.164910919,-8.834283205,1.01E-18,5.85E-18
ENSG00000185585.20,602.0714584,-1.570703391,0.098382405,-15.96528753,2.23E-57,8.90E-56
ENSG00000185610.6,442.958151,-1.473981012,0.153652651,-9.592942303,8.56E-22,5.99E-21
ENSG00000185662.10,0.6661156,-1.007064573,0.257407548,-3.91233505,9.14E-05,0.000182738
ENSG00000185664.14,24.31752497,-1.036420106,0.150465941,-6.88807113,5.66E-12,2.06E-11
ENSG00000185668.8,105.1553772,-1.31029869,0.160691824,-8.154109265,3.52E-16,1.73E-15
ENSG00000185681.13,115.8172189,-1.396398359,0.144754079,-9.646694391,5.08E-22,3.61E-21
ENSG00000185686.18,10.16977708,-3.626013801,0.305911644,-11.85314083,2.07E-32,2.62E-31
ENSG00000185775.10,0.470935182,-1.059376403,0.394523096,-2.685207568,0.007248477,0.011556909
ENSG00000185847.8,1.598148681,-1.193952822,0.264768797,-4.509416645,6.50E-06,1.45E-05
ENSG00000185860.13,23.05159002,-2.863493452,0.20603851,-13.89785555,6.53E-44,1.46E-42
NA.64,NA,NA,NA,NA,NA,NA
ENSG00000186007.10,12.32810741,-1.045839822,0.17174812,-6.08938147,1.13E-09,3.46E-09
ENSG00000186009.5,2.174100833,-1.010503179,0.183502881,-5.506742867,3.66E-08,9.91E-08
ENSG00000186074.19,98.71492309,-1.052075066,0.136468392,-7.709294813,1.27E-14,5.60E-14
ENSG00000186088.16,550.8722709,-1.821957334,0.088689682,-20.54305849,8.88E-94,1.33E-91
ENSG00000186115.13,8.759674232,-1.631823045,0.204550176,-7.977617414,1.49E-15,7.02E-15
ENSG00000186190.7,0.409661295,-1.704672472,0.363303629,-4.692142706,2.70E-06,6.26E-06
ENSG00000186191.8,1.858582217,-1.435418321,0.310432788,-4.623926263,3.77E-06,8.61E-06
ENSG00000186235.11,78.24050162,-1.06341048,0.135155668,-7.868042066,3.60E-15,1.65E-14
ENSG00000186329.9,1.789859691,-3.171786801,0.379006845,-8.368679465,5.83E-17,3.03E-16
ENSG00000186471.13,15.98448875,-2.884349015,0.191374671,-15.07173857,2.48E-51,7.56E-50
ENSG00000186510.12,9.575659542,-2.215056083,0.163279744,-13.56601887,6.37E-42,1.29E-40
ENSG00000186523.14,63.21924655,-1.063985791,0.102154138,-10.41549383,2.11E-25,1.81E-24
ENSG00000186529.16,165.5304833,-1.882459478,0.198606604,-9.478332727,2.58E-21,1.76E-20
ENSG00000186564.6,21.76444371,-1.526902292,0.163672206,-9.329026191,1.07E-20,7.04E-20
NA.65,NA,NA,NA,NA,NA,NA
ENSG00000186603.6,45.02167084,-1.279181094,0.096231367,-13.29276646,2.55E-40,4.84E-39
ENSG00000186710.11,52.18513864,-3.093553089,0.244815652,-12.63625533,1.33E-36,2.06E-35
ENSG00000186765.12,15.57483439,-1.047131368,0.132784015,-7.885974578,3.12E-15,1.44E-14
ENSG00000186810.8,11.39608405,-1.788734559,0.225351042,-7.937547322,2.06E-15,9.61E-15
ENSG00000186838.13,26.60029783,-1.152199101,0.157448583,-7.317938858,2.52E-13,1.02E-12
ENSG00000186871.7,52.22091576,-1.217053995,0.143952719,-8.454539843,2.80E-17,1.48E-16
ENSG00000186895.4,0.976490795,-2.185843197,0.567794695,-3.849706972,0.000118259,0.000233076
ENSG00000186973.11,64.70896922,-5.614437875,0.277405578,-20.23909509,4.43E-91,5.98E-89
ENSG00000186998.16,1477.144393,-1.030260375,0.099271717,-10.37818632,3.12E-25,2.64E-24
